686
-1838.4 -1898.7 256.125,71 70 169,stand,,,
-816.779 -1000.89 280.125,16 172 205,stand,,,
-602.581 -357.303 280.125,173 174,stand,,,
-2102.61 -875.938 256.125,137 77 78,stand,,,
-497.067 365.569 164.125,92 199 200,stand,,,
-2032.35 -1286.39 256.125,75 76,stand,,,
-463.353 -1910.7 216.125,58 60,stand,,,
1437.54 -869.055 136.125,157 29,stand,,,
2371.83 -508.571 167.881,37 38,stand,,,
-369.818 780.287 164.125,93 92,stand,,,
-757.597 670.094 164.125,92 91,stand,,,
-580.514 -19.6142 164.125,125 90 198 199,stand,,,
-1253 129.366 164.125,88 126 89,stand,,,
-944.636 -92.3204 164.125,90 126 203,stand,,,
-2057.14 -1666.29 256.125,72 168,stand,,,
-1032.63 -592.408 280.125,171 194 195,stand,,,
-1150.17 -982.211 280.125,131 134 1,stand,,,
1040.46 -1698.67 136.802,47 46 158,stand,,,
-889.071 -1859.77 256.125,63 64,stand,,,
-1287.92 -1579.36 256.125,20 66,stand,,,
-1675.15 -1610.53 256.125,21 19,stand,,,
-1678.54 -1403.61 256.125,135 20 140,stand,,,
1009.63 720.964 169.086,101 100,stand,,,
817.012 395.019 164.125,25 100 123,stand,,,
865.101 874.042 164.125,100 99,stand,,,
1028.66 540.263 169.955,122 23,stand,,,
1438.77 137.209 164.125,120 121,stand,,,
1619.59 -32.442 170.167,119 120 154,stand,,,
1362.54 -1675.18 138.913,45 46,stand,,,
1427.85 -608.776 136.125,154 7 219,stand,,,
2312.7 -900.942 165.231,39 38,stand,,,
1976.35 -783.082 165.183,39 33 156,stand,,,
2028.09 20.2581 164.794,112 113,stand,,,
2011.52 -523.216 165.651,155 37 31 206,stand,,,
-1644.53 -26.8786 244.125,87 129 86,stand,,,
2767.01 -177.731 164.125,36 117 118,stand,,,
2510.35 -184.883 164.125,35 37 115,stand,,,
2367.99 -310.55 164.125,36 114 33 118 8,stand,,,
2341.37 -817.345 165.721,8 30,stand,,,
2066.34 -921.587 164.125,40 30 31,stand,,,
2001.06 -1031.7 165.069,39 41,stand,,,
1909.5 -1172.66 164.125,40 42 156,stand,,,
1741.11 -1200.3 164.125,41 43,stand,,,
1576.52 -1223.7 138.266,42 44 159,stand,,,
1473.3 -1356.54 136.317,43 45 157,stand,,,
1418.53 -1516.33 136.125,44 46 28,stand,,,
1158.3 -1701.84 136.125,45 28 17 201,stand,,,
819.15 -1699.89 136.125,48 17 160,stand,,,
644.729 -1698.7 136.125,47 49,stand,,,
477.315 -1668.22 136.125,48 50,stand,,,
