686
-1021 -1644 1534,1 2,stand,,,
-945 -1564 1528,0 7 5 2 3,stand,,,
-1161 -1570 1557,0 3 11 1 8,stand,,,
-1059 -1348 1528,2 4 8 1 5,stand,,,
-912 -1143 1528,3 5 15 16 19 264,stand,,,
-946 -1319 1528,4 6 1 3,stand,,,
-618 -1254 1517,5 7 46 254 262,stand,,,
-569 -1575 1516,6 1 227 228 262,stand,,,
-1306 -1228 1568,3 9 14 2,stand,,,
-1331 -778 1605,8 10 14,stand,,,
-1497 -367 1638,9 52,stand,,,
-1377 -1486 1568,12 2 14,stand,,,
-1501 -1378 1568,11 13 14,stand,,,
-1829 -1459 1660,12 83 84 86,stand,,,
-1394 -1137 1568,12 9 8 11,stand,,,
-760 -1128 1528,4 20 264,stand,,,
-1189 -1114 1528,4 17,stand,,,
-1223 -925 1528,16 18,stand,,,
-1112 -810 1528,17 19 265,stand,,,
-1005 -944 1528,18 4,stand,,,
-768 -819 1640,15 21 266,stand,,,
-1031 -830 1640,20 22,stand,,,
-1024 -709 1640,21 23,stand,,,
-1172 -686 1640,22 24,stand,,,
-1160 -479 1640,23 25,stand,,,
-1164 -288 1640,24 26 38,stand,,,
-1163 -46 1640,25 27,stand,,,
-920 -10 1640,26 28,stand,,,
-916 -306 1768,27 29,stand,,,
-1041 -300 1768,28 30 32,stand,,,
-1016 -1 1768,29 31,stand,,,
-893 -15 1768,30,stand,,,
-1040 -429 1752,29 33 268,stand,,,
-1048 -661 1752,32 34 268,stand,,,
-1048 -813 1752,33 35,stand,,,
-1168 -826 1752,34 36 37,stand,,,
-1213 -1118 1752,35 37,stand,,,
-1256 -875 1793,36 35 70,climb,,,
-998 -305 1640,25 39,stand,,,
-998 -18 1520,38 40 41,stand,,,
-754 -59 1520,39 45 49,stand,,,
-1161 -51 1520,39 42,stand,,,
-1159 -220 1523,41 43,stand,,,
-1405 -211 1522,42 44,stand,,,
-1308 -52 1520,43,stand,,,
-713 -378 1520,40 48 253 255,stand,,,
-592 -719 1518,6 47 254 255,stand,,,
-817 -712 1519,46 48,stand,,,
-816 -381 1519,47 45,stand,,,
-773 179 1520,40 50 244 246,stand,,,
-1201 260 1582,49 51,stand,,,
-1499 98 1663,50 52,stand,,,
-1521 -148 1664,51 10 54,stand,,,
-1678 -231 1664,54 55,stand,,,
-1660 -140 1664,53 52,stand,,,
-1759 -267 1664,53 56 91,stand,,,
-1772 -381 1664,55 57,stand,,,
-1740 -626 1664,56 58 71,stand,,,
-1679 -553 1664,57 59,stand,,,
-1668 -355 1736,58 60,stand,,,
-1597 -349 1736,59 61,stand,,,
-1601 -540 1808,60 62 68,stand,,,
-1763 -526 1808,61 63,stand,,,
-1777 -390 1808,62 64,stand,,,
-1790 -258 1808,63 65 67,stand,,,
-1625 -219 1808,64 66,stand,,,
-1678 -126 1808,65 67,stand,,,
-1922 -155 1808,66 64,stand,,,
-1626 -933 1808,61 69,stand,,,
-1484 -939 1784,68 70,stand,,,
-1429 -892 1818,69 37,climb,,,
-1740 -869 1664,57 72,stand,,,
-1966 -858 1658,71 73 85,stand,,,
-1977 -769 1658,72 74 90,stand,,,
-2103 -795 1664,73 75 78,stand,,,
-2298 -802 1664,74 76,stand,,,
-2300 -1153 1664,75 77 79,stand,,,
-2130 -1154 1664,76 78 85,stand,,,
-2112 -964 1664,77 74,stand,,,
-2315 -1327 1664,76 80,stand,,,
-2298 -1488 1664,79 81 86,stand,,,
-2343 -1671 1664,80 82 87 88,stand,,,
-2134 -1799 1664,81 83 89,stand,,,
-1893 -1730 1659,82 13 84,stand,,,
-1935 -1302 1659,13 85 83,stand,,,
-1962 -1135 1659,84 72 77,stand,,,
-2145 -1488 1664,80 13,stand,,,
-2547 -1668 1650,81 89 88,stand,,,
-2667 -1776 1639,81 89 87,stand,,,
-2692 -1679 1639,82 87 88,stand,,,
-1924 -563 1659,73 91,stand,,,
-1957 -243 1662,90 55 92,stand,,,
-1902 -87 1666,91 93,stand,,,
-1904 242 1664,92 94 105,stand,,,
-2227 273 1664,93 95,stand,,,
-2252 374 1664,94 96,stand,,,
-2248 517 1589,97 95 98,stand,,,
-2217 693 1583,96,stand,,,
-2099 435 1580,96 99 269,stand,,,
-1989 708 1578,98 100 269,stand,,,
-1796 694 1572,99 101 270,stand,,,
-1725 515 1571,100 102 104 270,stand,,,
-1421 590 1552,101 103,stand,,,
-1194 672 1554,102 108 245 271,stand,,,
-1590 368 1578,101 105 106,stand,,,
-1560 253 1598,104 93,stand,,,
-1793 373 1664,104 107,stand,,,
-1957 340 1664,106,stand,,,
-1130 1012 1551,103 109,stand,,,
-1281 1191 1534,108 110 112 271,stand,,,
-1536 1565 1537,109 111 112 118,stand,,,
-1565 1243 1536,110 112,stand,,,
-1428 1126 1540,111 109 110 113,stand,,,
-1446 961 1560,112 114 116,stand,,,
-1456 791 1577,113 115,stand,,,
-1622 788 1655,114,stand,,,
-1644 961 1561,117 113,stand,,,
-1726 844 1570,116,stand,,,
-1282 1436 1516,110 119 127 248,stand,,,
-1302 1832 1518,118 120 243,stand,,,
-1317 2137 1516,119 121,stand,,,
-1320 2265 1516,120 122,stand,,,
-1484 2269 1517,121 123,stand,,,
-1307 2394 1518,122 124,stand,,,
-1078 2373 1514,123 125,stand,,,
-858 2261 1490,124 126 156,stand,,,
-1050 1976 1512,125 127,stand,,,
