808
80 1580 49,12 57 139,stand,,,
-1320 -28 52,34 172,stand,,,
1142 -624 31,85 142,stand,,,
213 -1654 46,100 119 187,stand,,,
-834 -1142 70,102 104,stand,,,
-1117 798 61,36 37 154 164 166,stand,,,
846 1386 43,132 141,stand,,,
1244 550 59,79 134 135,stand,,,
101 454 52,27 28 64 200,stand,,,
57 -521 90,25 89 115 129,stand,,,
-588 -195 47,29 30 167,stand,,,
524 160 46,81 92,stand,,,
123 1406 42,0 13,stand,,,
-21 1347 50,12 14 58,stand,,,
-227 1438 50,13 15 57,stand,,,
-381 1221 44,14 16 48 152,stand,,,
-566 1070 47,15 17 45,stand,,,
-508 808 29,16 18 45 203,stand,,,
-494 622 50,17 19 156 204,stand,,,
-377 505 62,18 20 28 194 205,stand,,,
-355 357 71,19 21,stand,,,
-289 162 75,195 198 20,stand,,,
-271 57 80,23 196,stand,,,
-156 131 80,22 170 169,stand,,,
83 -333 75,25 169 190 191,stand,,,
41 -428 79,24 9,stand,,,
252 144 65,27 92 191,stand,,,
286 358 43,26 8 209,stand,,,
-87 393 75,8 19 198,stand,,,
-337 -128 59,10 190 196,stand,,,
-763 -260 37,10 31,stand,,,
-969 -427 51,30 32 110,stand,,,
-1130 -469 78,31 33,stand,,,
-1327 -477 83,32 171 214,stand,,,
-1263 47 45,1 35,stand,,,
-1199 126 18,34 36,stand,,,
-1096 256 47,35 5 157 164,stand,,,
-1163 1287 69,5 38 184,stand,,,
-972 1305 28,37 45 46 197,stand,,,
-830 1717 60,40 55 182,stand,,,
-591 1823 82,39 41 54,stand,,,
-675 1942 80,40 42,stand,,,
-909 1878 63,41 182,stand,,,
-1093 1619 36,44 183,stand,,,
-1023 1615 59,43 185,stand,,,
-727 1021 22,38 16 17 154,stand,,,
-863 1321 29,38 47,stand,,,
-782 1330 38,46 48,stand,,,
-630 1290 46,47 15 49 55,stand,,,
-556 1363 43,48 50 55,stand,,,
-464 1352 42,49 51,climb,,,
-437 1344 322,50 52 53,climb,,,
-192 1309 322,51 53,stand,,,
-260 1266 322,52 51,stand,,,
-528 1698 75,40 55 56,stand,,,
-581 1491 45,54 49 48 39,stand,,,
-324 1670 57,54 57,stand,,,
-210 1604 48,56 0 14,stand,,,
-3 1230 52,13 59,stand,,,
38 1123 44,58 60 152,stand,,,
52 950 50,59 61,stand,,,
-54 882 46,60 62 153,stand,,,
45 752 43,61 63 200 205,stand,,,
174 784 42,62 64,stand,,,
312 660 28,63 65 8,stand,,,
385 587 20,64 66 209,stand,,,
414 633 21,65 67,climb,,,
430 659 166,66 68 70,climb,,,
490 822 166,67 69,stand,,,
700 851 166,68 70,stand,,,
680 667 166,69 67,stand,,,
710 418 186,72 75,stand,,,
836 308 167,71 73 74,stand,,,
820 97 170,72 74,stand,,,
665 213 188,73 72,stand,,,
711 447 39,71 76,climb,,,
689 517 37,75 77 209,stand,,,
771 659 26,76 78 177,stand,,,
976 663 45,77 79 134,stand,,,
1065 556 52,78 7 80,stand,,,
893 308 57,79 81 208,stand,,,
639 288 42,80 11 209,stand,,,
1111 -69 43,136 181 192 208,stand,,,
1099 -268 37,84 192,stand,,,
1034 -408 37,83 85,stand,,,
1027 -560 32,84 2 193,stand,,,
750 -520 44,87 193,stand,,,
636 -499 48,86 88 116 202,stand,,,
500 -343 67,87 89 202,stand,,,
216 -454 69,88 9 116,stand,,,
656 -126 58,91 181 202,stand,,,
492 -55 64,90 92,stand,,,
463 156 44,26 91 11,stand,,,
937 -1788 52,94 99,stand,,,
1111 -1767 64,93 95,stand,,,
1200 -1658 76,94 96,stand,,,
1170 -1530 77,95 97 150,stand,,,
928 -1554 91,96 99 188,stand,,,
681 -1708 60,99 176 187,stand,,,
839 -1683 68,98 97 93,stand,,,
36 -1625 51,3 101,stand,,,
-101 -1485 47,100 173 210,stand,,,
-620 -1339 54,103 4 210 212,stand,,,
-535 -1058 47,102 105 112,stand,,,
-1005 -1010 77,4 111 214,stand,,,
-458 -897 55,103 106 180,stand,,,
-439 -718 82,105 107,stand,,,
-480 -570 81,106 108 113 114,stand,,,
-644 -551 60,107 109,stand,,,
-754 -568 58,108 110,stand,,,
-954 -662 83,109 31 111,stand,,,
-934 -815 84,110 104 112,stand,,,
-671 -889 55,111 103 113,stand,,,
-580 -764 62,112 107,stand,,,
-193 -512 88,107 129 190,stand,,,
247 -656 87,9 116 117 207,stand,,,
444 -587 63,115 87 89,stand,,,
214 -811 84,115 118,stand,,,
255 -984 56,117 119 149,stand,,,
231 -1376 44,118 3 149 174,stand,,,
-88 -711 92,128 121,climb,,,
-105 -693 164,122 120,climb,,,
-160 -683 164,121 123,stand,,,
-258 -754 164,122 124,stand,,,
-285 -763 328,123 125 127,climb,,,
-359 -820 322,124 126,stand,,,
-518 -871 322,125 127,stand,,,
-446 -802 322,126 124,stand,,,
-45 -750 88,120 129 130,stand,,,
11 -642 96,128 9 114,stand,,,
-98 -900 69,128 131 180,stand,,,
-80 -1075 62,130 174 179,stand,,,
1027 1172 48,6 133,stand,,,
1099 964 19,132 134 137,stand,,,
1148 832 43,133 7 78,stand,,,
1259 393 62,7 136,stand,,,
1202 41 51,135 82 192,stand,,,
