808
1642 -1314.5 0.125,65,stand,,,
1253 -194.5 1.89968,129 48,stand,,,
1661.5 651 0.125,46 47,stand,,,
859 453.5 33.8606,68,stand,,,
104 1475.5 0.125,252,stand,,,
-592.5 -439 34.5958,139 138,stand,,,
-1581 -386 47.5652,110 262,stand,,,
-2082.5 348 25.125,140 233,stand,,,
-2256.5 1002 33.9461,33 235 237,stand,,,
-2257 1715 33.9165,241,stand,,,
-1447.5 -746.5 73.625,106 150,stand,,,
-1629.5 -1487 73.625,259,stand,,,
-120.5 -1520.5 73.625,27 199,stand,,,
703 -1026 8.125,264,stand,,,
268 -988.5 248.125,84 85,stand,,,
1008.5 -652.5 244.125,94 96,stand,,,
685.5 799 244.125,144 145,stand,,,
290.5 176.5 48.125,176,stand,,,
-356.5 900 48.125,122,stand,,,
2653.4 -546.735 1.20461,20 186,stand,,,
2869.43 -560.064 1.31991,19 21,stand,,,
2870.21 -470.141 1.56473,22 20,stand,,,
2660.55 -462.044 1.96022,21 186,stand,,,
1638.65 -512.656 0.124998,24 49 185,stand,,,
1520.89 -616.765 0.124998,23 50 49 191 192,stand,,,
954.599 -1473.62 8.125,174 202 264,stand,,,
117.261 -1188.02 73.625,62 173 199,stand,,,
-202.975 -1503.16 73.625,12 198,stand,,,
-1646.28 -82.8643 25.125,29 110 232 262,stand,,,
-1611.78 74.481 25.125,28 30 232,stand,,,
-1658.81 254.963 25.125,29 31 232 143,stand,,,
-1746.72 389.966 25.125,30 143 141 142,stand,,,
-2306.69 468.99 33.9272,234 235,stand,,,
-2155.32 895.002 25.125,8 235 236 237,stand,,,
-2177.17 1964.57 25.125,241 244,stand,,,
-1704.06 889.742 25.125,36 239 143,stand,,,
-1608.2 1171.16 25.125,35 239 247 248,stand,,,
-1162.19 1178.1 0.124998,38 116 248,stand,,,
-1000.35 1187.66 0.124998,37 39 116,stand,,,
-835.358 1188.05 0.124998,38 40 249,stand,,,
-674.082 1190.98 0.124998,39 249 251,stand,,,
