686
286 1656 -79,165 164 168,stand,,,
-237 2401 60,191 192,stand,,,
-733 -694 650,358 364,stand,,,
-1933 -706 520,370 371,stand,,,
-674 -150 136,332 337,stand,,,
-776 1611 424,68 69,stand,,,
479 2505 -79,176 348,stand,,,
381 944 4,237 236,stand,,,
1766 -632 32,144 145,stand,,,
2061 529 12,131 132,stand,,,
2146 1935 1,120 119,stand,,,
2376 3147 7,82 83,stand,,,
703 3707 72,15,stand,,,
1391 3686 0,28 29,stand,,,
143 3955 15,218,stand,,,
768 3757 72,12 16,stand,,,
958 3758 72,15 17 24,stand,,,
932 3845 72,18 16,stand,,,
685 3844 -47,17 19,stand,,,
720 3708 -47,18 20 21,stand,,,
964 3730 -47,19,stand,,,
712 3636 -46,19 22,stand,,,
714 3610 -62,21 23,stand,,,
715 3540 -78,22 185,stand,,,
1047 3755 74,16 25,stand,,,
1045 3709 74,24 26,stand,,,
1056 3551 0,25 27,stand,,,
1060 3498 0,26 28 207,stand,,,
1409 3515 0,27 13 89,stand,,,
1308 3846 3,13 30,stand,,,
1333 3944 8,29 31,stand,,,
1333 4004 -5,30 32 208,stand,,,
1564 4011 -12,31 33,stand,,,
1733 3932 -15,34 32,stand,,,
1724 3859 0,33 35,stand,,,
1800 3847 0,34 36,stand,,,
1795 3655 8,35 37,stand,,,
1795 3613 3,36 410,stand,,,
2182 3377 2,79 84 409,stand,,,
-1293 2136 -175,40 43,stand,,,
-791 1886 -175,39 41 44,stand,,,
-1024 1806 -175,40 42,stand,,,
-1510 1816 -175,41 43,stand,,,
-1484 1952 -175,42 39,stand,,,
-626 1832 -171,40 45,stand,,,
-641 1462 8,44 46 414,stand,,,
-621 1101 8,45 77 238,stand,,,
-586 1647 8,48 414,stand,,,
-573 1663 34,47 49,stand,,,
-497 1667 34,48 52,stand,,,
-511 1971 7,51 52,stand,,,
-511 2021 4,50 53,stand,,,
-510 1947 65,50 49,stand,,,
-639 2044 4,51 54,stand,,,
-893 1999 6,53 55,stand,,,
-1125 1970 6,54 56 72 76,stand,,,
-1516 1998 5,55 57 65 76,stand,,,
-2027 1833 7,56 58,stand,,,
-2029 1671 26,57 59,stand,,,
-2039 1515 11,58 60,stand,,,
-2040 1310 34,59 61,stand,,,
-2027 1097 8,60 62 397,stand,,,
-1527 1091 8,61 63 78 396,stand,,,
-1524 1201 16,62 64,stand,,,
-1525 1627 16,63 65,stand,,,
-1520 1730 6,64 56 76,stand,,,
-1326 1706 12,67 76,climb,,,
-1326 1697 424,66 68,climb,,,
-1327 1607 424,67 5 71,stand,,,
-735 1183 424,5 70,stand,,,
-1871 1205 424,69 71,stand,,,
-1846 1624 424,70 68,stand,,,
-1140 1740 6,55 73,stand,,,
-1140 1663 16,72 74,stand,,,
-1137 1216 16,73 75,stand,,,
-1130 1022 8,74 77 78,stand,,,
-1317 1822 6,55 66 56 65,stand,,,
-1016 1148 8,46 75,stand,,,
-1467 1032 8,75 62,stand,,,
2483 3383 7,38 80,stand,,,
2502 3294 7,81 79,stand,,,
2572 3279 7,80 82,stand,,,
2500 3144 7,11 81,stand,,,
2313 3210 7,11 84,stand,,,
2203 3206 2,38 83 85,stand,,,
2154 3073 10,84 86,stand,,,
2117 3004 3,87 85 90,stand,,,
1864 3018 9,86 88,stand,,,
1711 3183 2,87 89 411,stand,,,
1413 3186 0,88 28 203 207,stand,,,
2112 2896 6,86 91 92,stand,,,
1880 2862 6,90 92,stand,,,
2139 2546 6,91 90 93,stand,,,
2211 2268 6,92 94 95,stand,,,
2208 2136 6,93 96,stand,,,
2300 2223 6,93,stand,,,
1897 2139 6,94 97 119,stand,,,
1735 2123 6,96 98,stand,,,
1728 2180 6,97 99,stand,,,
1721 2442 136,98 100,stand,,,
1721 2578 136,99 101,stand,,,
1938 2559 136,100 102,stand,,,
1930 2136 136,101 103 118,stand,,,
2212 2126 136,102 104,stand,,,
2201 2291 136,103 105,stand,,,
2140 2497 136,104 106 117,stand,,,
2295 2503 136,105 107,climb,,,
2295 2503 451,106 108,climb,,,
2261 2443 408,107 109,stand,,,
2105 2475 408,108 110 113,stand,,,
1881 2456 410,109 111,stand,,,
1715 2512 408,110 112,stand,,,
1915 2635 408,111 113,stand,,,
2044 2576 408,109 112,stand,,,
1971 2915 136,117 116,stand,,,
1762 2704 136,116,stand,,,
1863 2844 136,115 114,stand,,,
2111 2699 136,114 105,stand,,,
1798 2104 136,102,stand,,,
1886 2016 0,96 120 10,stand,,,
1955 1720 0,119 10 121 126,stand,,,
1742 1711 0,120 122,stand,,,
1521 1721 0,121 123,stand,,,
1397 1681 0,122 124,stand,,,
1214 1693 -6,123 125,stand,,,
1060 1654 0,124 156 408,stand,,,
1959 1621 7,120 127,stand,,,
2070 1492 7,126 128,stand,,,
2087 1036 7,127 129,stand,,,
2121 835 6,128 130,stand,,,
2217 658 6,129 131,stand,,,
2203 582 7,130 9 132,stand,,,
2140 387 6,9 131 139,stand,,,
1797 228 72,134 136,stand,,,
1797 251 30,133 135,stand,,,
1798 277 6,134 138 140,stand,,,
1792 204 25,133 137,stand,,,
1789 179 1,136 154,stand,,,
1904 333 6,135 139,stand,,,
2051 348 6,138 132,stand,,,
1600 307 4,135 141,stand,,,
1597 700 1,140 142,stand,,,
1578 955 3,141 143,stand,,,
1407 896 0,142 231 412,stand,,,
1807 -562 3,8 147,stand,,,
1705 -544 3,8 146,stand,,,
1634 -384 3,145 147 148 155,stand,,,
1876 -402 3,146 144 155,stand,,,
1394 -365 0,146 149 153,stand,,,
1407 -588 0,148 150,stand,,,
1123 -800 -5,149 151,stand,,,
1066 -679 0,150 152,stand,,,
1062 -257 0,151 153,stand,,,
1096 -184 0,152 240 148,stand,,,
1737 5 -6,137 155 413,stand,,,
1683 -155 0,146 147 154,stand,,,
1062 1295 0,125 157 230,stand,,,
998 1261 0,156 158,stand,,,
850 1255 -71,157 162,stand,,,
945 1400 24,160,stand,,,
889 1391 24,159 161,stand,,,
810 1387 -78,160 162,stand,,,
725 1365 -78,161 158 163 171,stand,,,
733 1495 -79,162 164,stand,,,
